매출,기준_년_코드,상권_구분_코드_명,상권_코드,상권_코드_명,점포수,시간대1,시간대2,시간대3,시간대4,시간대5,분기_1,분기_2,분기_3,총 상주인구 수,총 가구 수,총_직장인구_수,아파트_단지_수,아파트_가격_1_억_미만_세대_수,아파트_가격_1_억_세대_수,아파트_가격_2_억_세대_수,아파트_가격_3_억_세대_수,아파트_가격_4_억_세대_수,아파트_가격_5_억_세대_수,아파트_가격_6_억_이상_세대_수,총_생활인구_수,시간대_생활인구_수,월요일_생활인구_수,화요일_생활인구_수,수요일_생활인구_수,목요일_생활인구_수,금요일_생활인구_수,토요일_생활인구_수,일요일_생활인구_수,집객시설_수,관공서_수,은행_수,백화점_수,숙박_시설_수,area,연령대_10_생활인구_수,연령대_20_생활인구_수,연령대_30_생활인구_수,연령대_40_생활인구_수,연령대_50_생활인구_수,연령대_60_이상_생활인구_수,배후지_아파트_단지_수,배후지_아파트_가격_1_억_미만_세대_수,배후지_아파트_가격_1_억_세대_수,배후지_아파트_가격_2_억_세대_수,배후지_아파트_가격_3_억_세대_수,배후지_아파트_가격_4_억_세대_수,배후지_아파트_가격_5_억_세대_수,배후지_아파트_가격_6_억_이상_세대_수,시간대_버스_승하차승객수,시간대_지하철_승하차승객수,버스정류장_수,지하철역_수
120885.7509,2020,골목상권,2110980,개포지구대옆,3,0,0,0,0,0,1,0,0,2707,1114,663,75,14,155,238,188,20,49,15,638433,78874,93804,94415,94167,94078,94506,84395,83067,2,0,0,0,0,85827,101175,77272,96799,115561,101746,145882,175.11592327837784,21.846409621589338,591.8537415641779,616.5716348892845,295.5866871769276,149.70913075469633,99.5845322674653,1093.718656499409,0,0,0,0
163615.4286,2020,골목상권,2110981,국악고교사거리,9,0,0,0,0,0,1,0,0,2105,876,361,52,14,128,232,153,12,4,0,524293,63057,76615,75931,76300,75494,73664,72364,73925,7,0,0,0,0,67409,76468,67685,101126,98072,83479,97465,175.10621430410075,21.833745560459903,591.8650642233504,616.5425989685076,295.5466817652109,149.74071983223888,99.60143654887484,1093.9823632703435,6862,0,4,0
625158.7546,2020,골목상권,2110983,국립국악고등학교,3,0,0,0,0,0,1,0,0,2836,1257,783,65,10,190,223,121,44,9,5,528604,68065,76035,76014,76993,76626,76814,73242,72878,4,1,0,0,0,56041,105566,60859,69843,91483,88112,112739,175.055037968452,21.807255213126755,591.6763914852297,616.3306244152428,295.39974952202607,149.76378516550403,99.63013631982967,1094.4254455318355,0,0,0,0
130278.6932,2020,골목상권,2110984,포이초등학교(개포목련어린이공원),12,0,0,0,0,0,1,0,0,4522,1948,1556,107,30,399,353,203,44,16,34,964524,106415,138404,140210,139458,138293,138107,133935,136115,14,0,0,0,1,137097,172015,103226,171060,166655,146894,204674,175.03188960990258,21.79376222744104,591.6486176606302,616.2466124739483,295.30519657467727,149.7970224765469,99.6511241801223,1094.8402526235152,1150,0,1,0
246867.4066,2020,골목상권,2110985,청담근린공원,3,0,0,0,0,0,1,0,0,980,472,1338,27,0,21,42,45,27,6,98,318301,35539,46000,47310,46863,47853,47158,42697,40422,1,0,0,0,0,43265,24402,46820,71736,60169,45094,70082,175.00304078454076,21.779857252736743,591.5379057165898,616.1377696334905,295.19597104482955,149.81035459950485,99.67862463710608,1095.2048218318987,0,0,0,0
171149.8132,2020,골목상권,2110988,청담역 3번,3,0,0,0,0,0,1,0,0,1340,480,1594,19,0,0,4,5,19,12,305,198220,22151,28256,28951,28512,28957,28640,27983,26922,5,0,0,0,0,79185,25339,25221,36223,36393,28879,46166,175.04531844339627,21.788710853245988,591.7645471416779,616.323191491065,295.2740994883437,149.8468628737323,99.68906310240573,1094.9516530602857,0,233297,0,1
96853.35653,2020,골목상권,2110989,대치동아우편취급국,9,0,0,0,0,0,1,0,0,1575,908,444,59,2,306,232,96,26,6,3,632935,66178,96064,96570,96174,97714,94603,77560,74250,7,2,0,0,3,40587,108311,103648,131310,125545,82066,82054,175.09574336959275,21.796755044649743,591.9876221608412,616.5273879103704,295.3859995287861,149.8943615984777,99.68974971342294,1094.7325277160012,0,0,0,0
145691.0281,2020,골목상권,2110992,도곡초등학교,18,0,0,0,0,0,1,0,0,8040,3724,2179,203,18,727,607,317,115,78,65,1847671,242017,260726,261566,259118,260243,255881,270556,279578,8,2,0,0,1,138866,623887,211500,209506,350268,226208,226301,175.05838391567798,21.79626592068416,591.605909812126,616.2845128648055,295.2629857074564,149.80976581050962,99.7010057092414,1094.9413620768614,0,0,0,0
77761.60256,2020,골목상권,2110994,개포고등학교,6,0,0,0,0,0,1,0,0,1706,744,494,54,3,101,106,56,31,2,22,586961,75067,85369,83868,82690,83148,82787,84150,84948,17,1,0,0,4,61589,98679,63375,73532,94152,92077,165147,174.95149707987133,21.789272532847036,591.2622536779033,616.0573927480839,295.0972389536789,149.7491193738472,99.62405489855412,1094.3917447443723,0,0,0,0
141614.7106,2020,골목상권,2110995,봉은사역 4번,3,0,0,0,0,0,1,0,0,2888,1115,5085,70,1,58,47,25,43,75,644,561116,69638,82154,81880,81035,81274,80892,76945,76938,7,0,0,0,0,122756,95703,68285,99025,106315,82276,109511,174.99985134697698,21.796910448510797,591.4615472769593,616.26473315164,295.1944329532536,149.7973913735927,99.66373947371612,1094.0244243154068,2494,0,1,0
80723.26007,2020,골목상권,2110996,대치2동주민센터,3,0,0,0,0,0,1,0,0,1545,729,1959,92,0,39,67,112,103,152,254,731331,87111,107458,108557,106690,107447,105097,98474,97606,4,1,0,0,0,112840,266504,71498,74211,142146,92843,84130,175.01814396947574,21.8053644771484,591.665393434389,616.4632147504822,295.2839428853484,149.80909763024863,99.64856213203878,1093.1874423740717,7653,0,1,0
299995.12,2020,골목상권,2110997,대청초등학교,24,0,0,0,0,0,1,0,0,7401,3439,1724,121,1,177,379,105,30,36,11,2698325,373320,385285,391674,389970,389547,384695,377073,380080,51,0,2,0,6,236963,401391,354293,377614,391528,431727,741771,175.00270419060152,21.809756901732605,591.7908671715575,616.5467363824945,295.28527782148063,149.79397937725278,99.5870371572957,1092.234673041703,68166,0,13,0
385053.3187,2020,골목상권,2110999,윗방죽마을공원,6,0,0,0,0,0,1,0,0,3125,2339,268,2,0,1,9,6,1,0,0,115083,14368,16096,16156,16262,16229,16054,16999,17289,4,0,1,0,0,239796,16364,18247,26692,20549,13928,19301,175.0092093549067,21.81821615250567,591.9176114265052,616.3949261127314,295.17238565799346,149.69267611683705,99.51695058703444,1092.3225733152974,27432,0,4,0
13045.13187,2020,골목상권,2111000,대왕초등학교(세곡동사거리서남측),3,0,0,0,0,0,1,0,0,458,199,39,0,0,0,0,0,0,0,0,63437,5359,9166,9195,9218,9061,9321,9208,8271,5,0,0,0,0,52892,18340,4909,6685,8753,7883,16869,175.07506675708345,21.8270853460636,592.1578218376543,616.6251679526146,295.21391914809834,149.63726663558373,99.39764853442756,1092.212541841035,1864,0,1,0
0.0,2020,골목상권,2111002,한국교통안전공단 강남자동차검사소,3,0,0,0,0,0,1,0,0,317,0,317,0,0,0,0,0,0,0,0,210,0,24,6,12,0,12,84,72,3,0,0,0,0,59240,69,0,0,0,0,141,175.14501597121236,21.83595814498476,592.3985363993769,616.859161923327,295.2859573266138,149.6078508903136,99.31691587123017,1092.566286776743,688,0,1,0
261315.2875,2020,골목상권,2110949,한남IC,6,0,0,0,0,0,0,1,0,618,300,1683,5,0,5,17,8,10,7,65,402072,45298,58306,59257,60073,60113,61157,54783,48381,2,0,0,0,0,62126,46431,86964,91997,71455,47466,57756,175.14501597121236,21.83595814498476,592.3985363993769,616.859161923327,295.2859573266137,149.60785089031364,99.31691587123017,1092.566286776743,0,0,0,0
188314.1062,2020,골목상권,2110951,신사은행나무공원,3,0,0,0,0,0,0,1,0,1039,580,273,16,5,76,41,9,5,3,22,581665,68966,86398,87502,88952,88422,88450,74956,66984,2,0,0,0,1,29000,43193,137381,153553,112973,58249,76317,175.19302288546317,21.84279924947277,592.5340091894619,617.0435825498704,295.3799378050074,149.6475127557709,99.34020596301042,1092.278016271573,0,0,0,0
180645.337,2020,골목상권,2110952,논현목련공원,3,0,0,0,0,0,0,1,0,879,583,117,27,1,131,89,23,8,2,3,244114,29631,35711,35108,35212,34638,34340,34102,35001,2,0,0,0,0,21629,20421,62714,61770,40788,23503,34917,175.22032602357183,21.847205100447766,592.597615044476,617.1687526362376,295.4516078325592,149.6754069096741,99.35294070740822,1092.6775603659542,0,0,0,0
65315.5348,2020,골목상권,2110954,국기원,3,0,0,0,0,0,0,1,0,497,335,636,3,0,28,2,3,0,0,1,446535,51073,62511,63880,64665,65129,70218,68716,51415,3,0,0,0,2,39798,35239,184015,106080,57191,32359,31652,175.22122822837622,21.84633033616513,592.5214661680211,617.0278216133349,295.52127528799707,149.67486867599254,99.35999188201504,1093.0654829829252,0,0,0,0
249402.9982,2020,골목상권,2110955,논현초등학교,30,0,0,0,0,0,0,1,0,7080,4369,3430,175,41,975,495,132,140,68,107,2715874,324399,398200,395645,397929,396594,394007,368939,364558,10,0,0,0,2,190912,193122,686157,750429,459486,250135,376544,175.2712978050639,21.852769316391125,592.6464240981991,617.1867114230112,295.6141323685692,149.7157767900421,99.38004876616051,1093.4820069500047,0,0,0,0
245101.5256,2020,골목상권,2110957,언북중학교,6,0,0,0,0,0,0,1,0,1816,1116,1251,51,1,145,166,105,44,40,31,985240,90553,154857,156547,158877,159212,154119,105952,95679,8,0,0,0,3,94815,54089,220735,282722,194158,99253,134285,175.18079447219316,21.830767190960973,591.9477838804413,616.8064540932359,295.6021917478331,149.6701513437967,99.33753761165674,1093.8101182896835,0,0,0,0
127178.3883,2020,골목상권,2110958,역삼역 4번,3,0,0,0,0,0,0,1,0,858,528,994,29,6,161,60,19,6,27,11,449156,38191,73797,73162,72746,72512,71054,47097,38790,9,0,0,0,2,73119,26429,115386,124293,80964,50092,51992,175.21418772472146,21.83516815284272,592.0818544955898,616.8270987312258,295.6702950358249,149.71024486323748,99.34376984961354,1094.1761524702158,0,0,0,0
80561.52747,2020,골목상권,2110959,신구중학교,3,0,0,0,0,0,0,1,0,365,166,271,2,0,0,0,0,0,26,56,128627,12393,19330,19861,19906,20031,19985,15888,13627,8,0,0,0,0,35959,19695,20893,25837,23744,15146,23311,175.23621705740112,21.833475819706933,592.0213432621464,616.8774144966591,295.72664216911863,149.7361328132022,99.36382014211642,1094.6061305898706,0,0,0,0
191002.3956,2020,골목상권,2110960,은광여고,3,0,0,0,0,0,0,1,0,719,417,1522,16,22,125,28,4,23,3,34,110849,12397,16608,16343,16609,16470,16159,14261,14400,4,0,0,0,1,25543,15653,17274,24246,20358,13059,20257,175.28426103019976,21.838690559983124,592.2253340558327,617.1041017841425,295.8232397482203,149.77787849902634,99.35462218199538,1094.890407766055,0,0,0,0
168592.4158,2020,골목상권,2110961,언주역 3번,6,0,0,0,0,0,0,1,0,2169,1298,962,52,0,217,168,85,41,19,82,774686,78052,119044,120786,121344,119111,117557,93061,83782,3,1,0,0,1,63031,72066,151923,197306,153599,89683,110109,175.3193216807606,21.827653863745816,592.2428981899473,617.1988210453306,295.9052483787559,149.76600441471066,99.37467688422292,1095.050867094688,0,0,0,0
79056.92674,2020,골목상권,2110963,역삼월드메르디앙아파트,3,0,0,0,0,0,0,1,0,1724,847,780,43,3,184,115,87,10,30,114,423002,52294,62912,62599,62924,61681,61016,55185,56685,1,0,0,0,1,40391,61647,73262,91138,79050,48995,68910,175.3166070613704,21.827177493922065,592.1300346784437,617.1115389734271,295.9454374272641,149.76347129988525,99.36873404671144,1095.115495646941,0,0,0,0
168034.5165,2020,골목상권,2110965,언주역 6번,6,0,0,0,0,0,0,1,0,2309,1512,1139,64,26,366,202,48,44,7,1,836963,87955,127957,128717,128885,128453,125700,100960,96291,2,0,0,0,2,65107,44305,183686,254426,164172,90513,99862,175.3163293722446,21.81329174727189,592.0561338392232,617.043725701982,295.927942684244,149.74671529472468,99.35506835554796,1095.0940066163223,0,0,0,0
124709.2033,2020,골목상권,2110966,논현2동주민센터,4,0,0,0,0,0,0,1,0,2887,1539,1637,60,28,154,199,70,147,192,53,1723890,176673,261027,267526,273224,272584,270055,203667,175807,9,0,0,0,2,93544,128712,363948,447574,332131,198632,252895,175.299391675931,21.79858768052962,591.763998989097,616.9815736197804,295.95554444884544,149.76164691410494,99.36984083354696,1095.3772630188482,0,0,0,0
283134.0,2020,골목상권,2110967,역삼역 8번,9,0,0,0,0,0,0,1,0,1307,877,377,32,7,213,85,43,8,17,6,642666,66702,99056,100122,100800,100846,98827,73470,69545,7,0,0,0,3,68671,39171,142448,191909,123580,73272,72287,175.33039508579526,21.794442450005658,591.9065280419165,617.1124072539209,296.02826104553327,149.7530169453581,99.31513536456428,1095.2465751939878,0,0,0,0
430825.3724,2020,골목상권,2110971,선정릉역 4번,9,0,0,0,0,0,0,1,0,3836,2425,1542,130,41,815,550,128,40,27,36,859150,92991,130148,130518,130671,129769,127781,107003,103260,7,1,1,0,4,133221,45750,188151,250700,158389,96948,119210,175.32158988266067,21.780543401834187,591.636681039902,617.0791331406555,296.05834160670577,149.76835746423066,99.33354866621586,1095.6822706735468,0,0,0,0
125960.6337,2020,골목상권,2110972,강남세브란스병원미래의학연구센터,3,0,0,0,0,0,0,1,0,1995,1013,2628,56,2,250,123,180,62,11,2,230597,27546,34345,33720,33819,33683,33045,30564,31422,2,0,0,0,0,46603,30218,41728,49028,39867,30187,39568,175.2579253519344,21.75282318379348,591.136330239837,616.8292668802495,296.0169187467329,149.7426639890028,99.31824332231751,1095.9003455498869,0,0,0,0
157431.4231,2020,골목상권,2110974,언주중학교,6,0,0,0,0,0,0,1,0,1479,770,292,57,6,206,166,43,19,10,85,720058,83971,106813,106261,105432,106551,104688,94825,95488,2,0,0,0,0,35150,110945,122924,166764,135870,75549,108005,175.2474653459823,21.744189629621925,591.0270804756109,616.8296038436303,295.9616635328957,149.7047699069179,99.315934603635,1095.8604838455187,0,0,0,0
318737.9414,2020,골목상권,2110975,매봉역 1번,6,0,0,0,0,0,0,1,0,944,361,10837,25,2,22,46,17,9,24,130,283473,31722,41270,41215,40986,40819,40489,39086,39610,11,0,0,0,0,52363,27948,51001,45936,43927,50456,64206,175.23618841194985,21.74002229505452,590.9409476354954,616.8327853161389,296.0095959439209,149.73146830996822,99.33922429668807,1095.5971195561428,41711,125264,3,1
129322.4139,2020,골목상권,2110976,언북초등학교,6,0,0,0,0,0,0,1,0,2011,1046,578,52,0,99,133,75,92,46,31,801962,93169,113576,119356,119245,119027,119735,111605,99417,2,0,0,0,0,55724,79078,151970,183950,154701,100715,131548,175.2830133564488,21.733415233817244,591.1583149445711,617.0582354523908,296.11199724255715,149.77768182817627,99.35927274215604,1095.3429940460069,0,0,0,0
79898.43101,2020,골목상권,2110977,논현로18길,9,0,0,0,0,0,0,1,0,707,335,148,14,3,35,56,14,0,0,0,137050,16369,20650,20327,20501,20392,20290,17617,17273,0,0,0,0,0,17287,18321,19263,25764,25399,21445,26858,175.30425797788575,21.73330691006016,591.2522435569014,617.2106361982065,296.09213214594706,149.75849356398618,99.34926025647631,1095.155404852202,0,0,0,0
130463.8535,2020,골목상권,2110980,개포지구대옆,3,0,0,0,0,0,0,1,0,2707,1114,663,75,14,155,238,188,20,49,15,525326,63657,78860,77113,78346,78004,77478,68685,66840,2,0,0,0,0,85827,82697,67512,82916,96763,84329,111109,175.297473848661,21.716538647935028,591.2576284587936,617.1733386103147,296.0275616998463,149.80471806360583,99.36931277994502,1095.5922823023654,0,0,0,0
199314.3492,2020,골목상권,2110981,국악고교사거리,9,0,0,0,0,0,0,1,0,2105,876,361,52,14,128,232,153,12,4,0,526293,63984,76897,76076,76430,75497,75485,72891,73016,7,0,0,0,0,67409,79356,68623,97514,97296,85243,98262,175.28784259057431,21.70382696107925,591.2687042931938,617.1445589835818,295.98775168834686,149.83633314611845,99.38612274044074,1095.8566432460073,6464,0,4,0
617987.3077,2020,골목상권,2110983,국립국악고등학교,3,0,0,0,0,0,0,1,0,2836,1257,783,65,10,190,223,121,44,9,5,427251,54853,62312,61417,62454,61774,61825,59139,58332,4,1,0,0,0,56041,87101,53344,56394,75953,71066,83393,175.23676085249656,21.67729458682532,591.0798658959135,616.9329151635833,295.8410583733076,149.8594279584493,99.4147233591894,1096.300307058785,0,0,0,0
139067.3297,2020,골목상권,2110984,포이초등학교(개포목련어린이공원),12,0,0,0,0,0,0,1,0,4522,1948,1556,107,30,399,353,203,44,16,34,941374,103872,135345,135835,136195,135457,135210,131041,132294,14,0,0,0,1,137097,169428,105315,158439,164282,144619,199292,175.21369574109977,21.663754275808188,591.0518609653551,616.8491820937594,295.74672316744545,149.8926906272662,99.43561516063563,1096.7157074273584,1254,0,1,0
338011.1429,2020,골목상권,2110985,청담근린공원,3,0,0,0,0,0,0,1,0,980,472,1338,27,0,21,42,45,27,6,98,319715,35980,46757,47462,47676,47644,47127,43101,39949,1,0,0,0,0,43265,24851,50621,72416,59941,44088,67799,175.18493251303843,21.64980212394952,590.9409515224316,616.7406283278488,295.63772142960204,149.90605620655398,99.4630168734193,1097.0808905673125,0,0,0,0
149153.4176,2020,골목상권,2110988,청담역 3번,3,0,0,0,0,0,0,1,0,1340,480,1594,19,0,0,4,5,19,12,305,192689,21506,27690,27690,27833,27804,27718,27434,26520,5,0,0,0,0,79185,25672,25500,35029,34594,27799,44095,175.22726690251957,21.658599280440352,591.1672582885927,616.9262198062428,295.71599762685094,149.94258853333437,99.47336348734594,1096.8285869876972,0,218765,0,1
103288.9133,2020,골목상권,2110989,대치동아우편취급국,9,0,0,0,0,0,0,1,0,1575,908,444,59,2,306,232,96,26,6,3,586170,63002,88984,88872,89154,88817,87638,73179,69523,7,2,0,0,3,40587,96847,96873,122373,121346,76952,71779,175.277745271842,21.666587333784697,591.3899999620136,617.1305782864567,295.8280317583532,149.99010685455883,99.473962172225,1096.6103133538038,0,0,0,0
150045.9383,2020,골목상권,2110992,도곡초등학교,18,0,0,0,0,0,0,1,0,8040,3724,2179,203,18,727,607,317,115,78,65,1814591,239448,252023,251908,250298,250202,251043,280412,278706,8,2,0,0,1,138866,607665,215215,213547,334069,221662,222435,175.24047495297643,21.66604551636649,591.0081998807303,616.8880470301733,295.7052475372066,149.90558434616975,99.4851259114254,1096.8198258744678,0,0,0,0
80914.75092,2020,골목상권,2110994,개포고등학교,6,0,0,0,0,0,0,1,0,1706,744,494,54,3,101,106,56,31,2,22,615454,78129,87890,88653,88839,89645,87754,87350,85320,17,1,0,0,4,61589,112476,68514,77393,98331,95238,163500,175.133705540117,21.65900205660069,590.6644405145705,616.6612644405878,295.5397478409601,149.84500148731004,99.40811864848816,1096.2711951657616,0,0,0,0
195686.5165,2020,골목상권,2110995,봉은사역 4번,3,0,0,0,0,0,0,1,0,2888,1115,5085,70,1,58,47,25,43,75,644,600618,77600,85690,85374,85930,85961,85286,85812,86567,7,0,0,0,0,122756,118034,71209,100590,109284,84437,117065,175.18211419738648,21.666583934722023,590.8634102181522,616.8687659702264,295.63708215540174,149.89329283289612,99.44769935496863,1095.9047876871616,2613,0,1,0
98322.35531,2020,골목상권,2110996,대치2동주민센터,3,0,0,0,0,0,0,1,0,1545,729,1959,92,0,39,67,112,103,152,254,739989,90229,108530,106433,107016,105923,106954,104704,100428,4,1,0,0,0,112840,264137,76415,77092,146294,93958,82092,175.20047344736508,21.67498157142853,591.0669304986146,617.0674123602996,295.7267355817144,149.90503330133694,99.43244039493408,1095.0689099088956,7453,0,1,0
341383.2456,2020,골목상권,2110997,대청초등학교,23,0,0,0,0,0,0,1,0,7401,3439,1724,121,1,177,379,105,30,36,11,2682702,369849,387281,388518,390665,385777,386155,370960,373345,51,0,2,0,6,236963,399026,352320,381152,399396,425307,725502,175.18511402983052,21.67931923155508,591.1921100721615,617.1511455632091,295.7282498993014,149.889960173869,99.37085260151473,1094.1172922371804,62386,0,13,0
357812.9322,2020,골목상권,2110999,윗방죽마을공원,6,0,0,0,0,0,0,1,0,3125,2339,268,2,0,1,9,6,1,0,0,86956,10627,12080,11932,12112,11919,12074,13294,13546,4,0,1,0,0,239796,13896,13244,20237,15183,9451,14945,175.19169067104536,21.687722043107925,591.3185595276967,616.9996425748155,295.61558360507115,149.7887370776373,99.30070666596067,1094.205921774863,26826,0,4,0
18392.04396,2020,골목상권,2111000,대왕초등학교(세곡동사거리서남측),3,0,0,0,0,0,0,1,0,458,199,39,0,0,0,0,0,0,0,0,62217,5233,8964,9090,9034,8912,9002,9012,8202,5,0,0,0,0,52892,17473,4735,6517,8803,7897,16791,175.25759546205353,21.696534607936496,591.5584289139331,617.2300365782997,295.6572803070643,149.73338914471478,99.1813652221029,1094.096700288384,1952,0,1,0
0.0,2020,골목상권,2111002,한국교통안전공단 강남자동차검사소,3,0,0,0,0,0,0,1,0,317,0,317,0,0,0,0,0,0,0,0,354,0,48,18,18,39,27,126,78,3,0,0,0,0,59240,54,0,0,36,0,264,175.3275904216074,21.705350753652844,591.7988021073154,617.4641812498065,295.7294693685462,149.70402441051922,99.10057747940564,1094.4510670906143,740,0,1,0
318227.9493,2020,골목상권,2110949,한남IC,6,0,0,0,0,0,0,0,1,618,300,1683,5,0,5,17,8,10,7,65,359490,39032,51923,53983,53271,54404,55178,48320,42410,2,0,0,0,0,62126,42035,79231,82566,65436,42017,48204,175.32759042160737,21.705350753652844,591.7988021073154,617.4641812498065,295.72946936854623,149.7040244105192,99.10057747940564,1094.4510670906143,0,0,0,0
234567.4638,2020,골목상권,2110951,신사은행나무공원,3,0,0,0,0,0,0,0,1,1039,580,273,16,5,76,41,9,5,3,22,586316,68764,85472,89186,87419,89226,89912,77158,67942,2,0,0,0,1,29000,45748,138242,152633,112183,60883,76626,175.37565199367145,21.71213603015717,591.933976275515,617.64877271254,295.82359181751804,149.74370922953244,99.12377024036398,1094.163679221845,0,0,0,0
150214.9058,2020,골목상권,2110952,논현목련공원,3,0,0,0,0,0,0,0,1,879,583,117,27,1,131,89,23,8,2,3,218461,27093,31245,31312,31314,31503,31072,30745,31269,2,0,0,0,0,21629,16491,53448,55777,38230,21880,32636,175.4030182211262,21.716487019608905,591.9973125778201,617.7741377705061,295.8954129352343,149.77163112605132,99.13641190171262,1094.563826938832,0,0,0,0
74545.35145,2020,골목상권,2110954,국기원,3,0,0,0,0,0,0,0,1,497,335,636,3,0,28,2,3,0,0,1,470697,53079,64711,69048,67214,68038,74855,72358,54474,3,0,0,0,2,39798,42413,193929,108173,60921,33380,31881,175.40399426427044,21.715559516367477,591.9209508038875,617.6335098817045,295.9652323555979,149.77113219474592,99.14337226397976,1094.952358143925,0,0,0,0
296239.1544,2020,골목상권,2110955,논현초등학교,29,0,0,0,0,0,0,0,1,7080,4369,3430,175,41,975,495,132,140,68,107,2823055,336665,413614,413086,410762,413220,411607,382298,378468,10,0,0,0,2,190912,175573,675436,794048,495648,282175,400177,175.4541177387888,21.72194276556177,592.04561406579,617.7925811692276,296.05823204380084,149.81206279271288,99.16333301632096,1095.3694793291988,0,0,0,0
279931.2935,2020,골목상권,2110957,언북중학교,6,0,0,0,0,0,0,0,1,1816,1116,1251,51,1,145,166,105,44,40,31,946081,87967,146180,151897,148254,153512,149707,102664,93865,8,0,0,0,3,94815,52877,203263,272285,190985,96827,129844,175.3637254226795,21.69989643849661,591.3470135840946,617.4127243784758,296.04647665470407,149.76649498718598,99.1207511044673,1095.698224040543,0,0,0,0
118060.4928,2020,골목상권,2110958,역삼역 4번,3,0,0,0,0,0,0,0,1,858,528,994,29,6,161,60,19,6,27,11,424236,36771,66226,70417,67823,69094,67969,45291,37416,9,0,0,0,2,73119,24952,110750,116481,76932,47275,47846,175.39717941350918,21.704242456546364,591.4807857260865,617.4336068822852,296.11473273782946,149.80661135395573,99.12689275804344,1096.0648764467333,0,0,0,0
80314.19928,2020,골목상권,2110959,신구중학교,3,0,0,0,0,0,0,0,1,365,166,271,2,0,0,0,0,0,26,56,122879,11487,18359,19261,18704,19037,19274,15418,12825,8,0,0,0,0,35959,18539,20270,24734,23076,14918,21341,175.4192741248875,21.7024976321989,591.4200549323116,617.4841485585167,296.17123750336066,149.83252793046017,99.14684681684038,1096.4954470707978,0,0,0,0
186922.6413,2020,골목상권,2110960,은광여고,3,0,0,0,0,0,0,0,1,719,417,1522,16,22,125,28,4,23,3,34,107207,11713,15950,15930,15652,16092,15645,13936,13999,4,0,0,0,1,25543,15447,16926,23405,19793,12554,19082,175.46737293647357,21.707657054470307,591.6237186426821,617.7109902110589,296.26797643004767,149.8742958134539,99.13756446380091,1096.7803761719638,0,0,0,0
185719.5308,2020,골목상권,2110961,언주역 3번,6,0,0,0,0,0,0,0,1,2169,1298,962,52,0,217,168,85,41,19,82,837055,86557,125847,129453,129051,129528,127362,102410,93404,3,1,0,0,1,63031,96772,160057,196624,165215,98755,119633,175.5024937215818,21.6965716186679,591.6410312822608,617.805917501965,296.35013239122964,149.8624657142717,99.15752285716556,1096.9415379819443,0,0,0,0
97338.86232,2020,골목상권,2110963,역삼월드메르디앙아파트,3,0,0,0,0,0,0,0,1,1724,847,780,43,3,184,115,87,10,30,114,424463,52295,63154,62422,62087,62611,62030,55600,56560,1,0,0,0,1,40391,65167,74549,90270,79329,49833,65315,175.49985460449065,21.696042200153958,591.527969150369,617.7189174684564,296.39048581624644,149.85997280838797,99.15149423119368,1097.006908224829,0,0,0,0
192725.6938,2020,골목상권,2110965,언주역 6번,6,0,0,0,0,0,0,0,1,2309,1512,1139,64,26,366,202,48,44,7,1,836018,88600,124234,128732,126498,129578,127056,103226,96696,2,0,0,0,2,65107,45982,180756,254379,162318,92987,99595,175.49965145851365,21.682108829804704,591.4538537844674,617.6513784422455,296.3731789461474,149.84326280546694,99.1377458535459,1096.9861961648066,0,0,0,0
120074.1821,2020,골목상권,2110966,논현2동주민센터,4,0,0,0,0,0,0,0,1,2887,1539,1637,60,28,154,199,70,147,192,53,1712673,173945,256927,270624,265870,272236,270174,202807,174037,9,0,0,0,2,93544,134320,349866,443842,338852,197516,248278,175.48279510248537,21.66735745240008,591.1615929614716,617.5894984172422,296.40095034295734,149.85822757508737,99.15242406063508,1097.2701060738902,0,0,0,0
293371.093,2020,골목상권,2110967,역삼역 8번,9,0,0,0,0,0,0,0,1,1307,877,377,32,7,213,85,43,8,17,6,637430,67778,95129,100016,98388,101444,97903,74337,70214,7,0,0,0,3,68671,40523,138312,186973,123433,74752,73436,175.51386041325,21.663160603274324,591.3038194411473,617.7205258333338,296.4738183162892,149.8496403401463,99.09765250257684,1097.140240154343,0,0,0,0
503708.4266,2020,골목상권,2110971,선정릉역 4번,8,0,0,0,0,0,0,0,1,3836,2425,1542,130,41,815,550,128,40,27,36,894199,98113,133668,135276,133340,136216,133174,113096,109432,7,1,1,0,4,133221,54037,209131,250423,162617,100524,117467,175.5051333053756,21.64921387728053,591.0338372394581,617.6875122370029,296.50406763323326,149.86501387399687,99.11596998937723,1097.5765278229678,0,0,0,0
140488.9094,2020,골목상권,2110972,강남세브란스병원미래의학연구센터,3,0,0,0,0,0,0,0,1,1995,1013,2628,56,2,250,123,180,62,11,2,227810,27246,33584,33709,33284,33613,32659,30118,30843,2,0,0,0,0,46603,29725,40677,48834,41984,29801,36790,175.44156918405366,21.621451575849694,590.5334448094172,617.4379945734111,296.4628426403954,149.8393700940919,99.10058248734204,1097.7952835207025,0,0,0,0
138549.0906,2020,골목상권,2110974,언주중학교,6,0,0,0,0,0,0,0,1,1479,770,292,57,6,206,166,43,19,10,85,743089,86047,108280,109256,108344,111050,108648,99325,98185,2,0,0,0,0,35150,109430,130426,169454,142888,81116,109776,175.43118801800333,21.612768168691225,590.423994543296,617.4385786491923,296.4077909924021,149.8015306830822,99.098186298263,1097.7562076813526,0,0,0,0
